From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
C5MQE6	C5MQE6	unreviewed	C5MQE6_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain ]	HA	Influenza A virus (A/Korea/01/2009(H1N1))	566
A7LI25	A7LI25	unreviewed	A7LI25_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain ]	HA	Influenza A virus (A/Thailand/CU44/2006(H1N1))	565
Q8XLZ0	Q8XLZ0	reviewed	EUTL_CLOPE	Bacterial microcompartment shell protein EutL (BMC-T) (Ethanolamine utilization protein EutL) (EutL microcompartment shell protein)	eutL CPE0900	Clostridium perfringens (strain 13 / Type A)	217
Q9HBI1	Q9HBI1	reviewed	PARVB_HUMAN	Beta-parvin (Affixin)	PARVB CGI-56	Homo sapiens (Human)	364
J9PBR7	J9PBR7	unreviewed	J9PBR7_ENTQU	Far-red fluorescent protein eqFP650		Entacmaea quadricolor (Bubble-tip anemone) (Parasicyonis actinostoloides)	223
A0A0H2YTW6	A0A0H2YTW6	unreviewed	A0A0H2YTW6_CLOP1	ABC transporter, substrate-binding protein	CPF_1477	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	348
O70468	O70468	reviewed	MYPC3_MOUSE	Myosin-binding protein C, cardiac-type, Cardiac MyBP-C (C-protein, cardiac muscle isoform)	Mybpc3	Mus musculus (Mouse)	1270
J9PBR8	J9PBR8	unreviewed	J9PBR8_ENTQU	Far-red fluorescent protein eqFP650		Entacmaea quadricolor (Bubble-tip anemone) (Parasicyonis actinostoloides)	223
Q9BTM1	Q9BTM1	reviewed	H2AJ_HUMAN	Histone H2A.J, H2a/j	H2AJ H2AFJ	Homo sapiens (Human)	129
E5KWG9	E5KWG9	unreviewed	E5KWG9_STRCM	Prenyltransferase	epzP	Streptomyces cinnamonensis	302
C1JI15	C1JI15	unreviewed	C1JI15_9BACT	Endoglucanase, EC 3.2.1.4		uncultured bacterium	351
Q9DHU8	Q9DHU8	unreviewed	Q9DHU8_YLDV	14L protein	14L	Yaba-like disease virus (YLDV)	136
Q5NIQ1	Q5NIQ1	unreviewed	Q5NIQ1_FRATT	Adenylosuccinate lyase, EC 4.3.2.2 (Adenylosuccinase)	purB FTT_0015	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	432
Q9RTX8	Q9RTX8	unreviewed	Q9RTX8_DEIRA	Beta-phosphoglucomutase-related protein	DR_1622	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	237
D2BLA0	D2BLA0	unreviewed	D2BLA0_LACLK	Alcohol dehydrogenase 1, EC 1.1.1.1	adhA LLKF_1981	Lactococcus lactis subsp. lactis (strain KF147)	340
Q831K8	Q831K8	unreviewed	Q831K8_ENTFA	Lipoprotein	EF_2496	Enterococcus faecalis (strain ATCC 700802 / V583)	272
Q86WV6	Q86WV6	reviewed	STING_HUMAN	Stimulator of interferon genes protein, hSTING (Endoplasmic reticulum interferon stimulator, ERIS) (Mediator of IRF3 activation, hMITA) (Transmembrane protein 173)	STING1 ERIS MITA STING TMEM173	Homo sapiens (Human)	379
Q38EJ2	Q38EJ2	unreviewed	Q38EJ2_TRYB2	Adenylosuccinate lyase, ASL, EC 4.3.2.2 (Adenylosuccinase)	Tb09.160.5560	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	471
Q385B0	Q385B0	unreviewed	Q385B0_TRYB2	Aminopeptidase, putative	Tb11.02.4440	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	521
Q63NE4	Q63NE4	unreviewed	Q63NE4_BURPS	Aminotransferase, EC 2.6.1.-	tyrB BPSS0355	Burkholderia pseudomallei (strain K96243)	399
P02578	P02578	reviewed	ACT1_ACACA	Actin-1		Acanthamoeba castellanii (Amoeba)	375
Q13SV4	Q13SV4	unreviewed	Q13SV4_PARXL	3-oxoacyl-(Acyl-carrier protein) synthase, EC 2.3.1.41	Bxe_A0096	Paraburkholderia xenovorans (strain LB400)	354
A5J036	A5J036	unreviewed	A5J036_GIBZE	LAGLIDADG endonuclease	nad2	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	348
Q9UHD2	Q9UHD2	reviewed	TBK1_HUMAN	Serine/threonine-protein kinase TBK1, EC 2.7.11.1 (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	TBK1 NAK	Homo sapiens (Human)	729
J9PBR9	J9PBR9	unreviewed	J9PBR9_LAMGL	Ovulation-inducing factor (OIF)		Lama glama (Llama)	117
Q3JRV4	Q3JRV4	reviewed	Y2304_BURP1	Probable metallo-hydrolase BURPS1710b_2304, EC 3.-.-.-	BURPS1710b_2304	Burkholderia pseudomallei (strain 1710b)	294
B1YSS6	B1YSS6	reviewed	DDL_BURA4	D-alanine--D-alanine ligase, EC 6.3.2.4 (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl BamMC406_0490	Burkholderia ambifaria (strain MC40-6)	313
Q38C91	Q38C91	unreviewed	Q38C91_TRYB2	Methionine--tRNA ligase, EC 6.1.1.10	Tb10.70.6470	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	773
Q9KSM5	Q9KSM5	reviewed	CDD_VIBCH	Cytidine deaminase, EC 3.5.4.5 (Cytidine aminohydrolase, CDA)	cdd VC_1231	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	295
Q2FVD0	Q2FVD0	reviewed	Y2783_STAA8	Uncharacterized protein SAOUHSC_02783	SAOUHSC_02783	Staphylococcus aureus (strain NCTC 8325 / PS 47)	264
Q15475	Q15475	reviewed	SIX1_HUMAN	Homeobox protein SIX1 (Sine oculis homeobox homolog 1)	SIX1	Homo sapiens (Human)	284
A0PQS3	A0PQS3	unreviewed	A0PQS3_MYCUA	Dipeptidase PepE	pepE MUL_2321	Mycobacterium ulcerans (strain Agy99)	375
A0QXD6	A0QXD6	unreviewed	A0QXD6_MYCS2	L-xylulose reductase, EC 1.1.1.10	MSMEG_3262	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	262
Q13TZ4	Q13TZ4	reviewed	DDL_PARXL	D-alanine--D-alanine ligase, EC 6.3.2.4 (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl Bxeno_A3907 Bxe_A0488	Paraburkholderia xenovorans (strain LB400)	313
Q3JNE1	Q3JNE1	reviewed	DDL_BURP1	D-alanine--D-alanine ligase, EC 6.3.2.4 (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl BURPS1710b_3542	Burkholderia pseudomallei (strain 1710b)	312
Q8RD95	Q8RD95	unreviewed	Q8RD95_CALS4	Ribose 5-phosphate isomerase RpiB	RpiB TTE0146	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	302
Q3HNQ2	Q3HNQ2	unreviewed	Q3HNQ2_RHDV	Genome polyprotein (p254)	RHDV	Rabbit hemorrhagic disease virus (RHDV)	2344
Q182D4	Q182D4	unreviewed	Q182D4_CLOD6	Putative histidine triad (HIT) protein	CD630_24470	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	116
A0R3M0	A0R3M0	unreviewed	A0R3M0_MYCS2	Acetyl-CoA acetyltransferase	MSMEG_5521	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	507
Q12756	Q12756	reviewed	KIF1A_HUMAN	Kinesin-like protein KIF1A (Axonal transporter of synaptic vesicles) (Microtubule-based motor KIF1A) (Unc-104- and KIF1A-related protein, hUnc-104)	KIF1A ATSV C2orf20	Homo sapiens (Human)	1690
Q9KMY3	Q9KMY3	reviewed	HMP_VIBCH	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase, NO oxygenase, NOD, EC 1.14.12.17)	hmp VC_A0183	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	394
Q79FU3	Q79FU3	reviewed	PG16_MYCTU	PE-PGRS family protein PE_PGRS16	PE_PGRS16 Rv0977	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	923
Q9PNY2	Q9PNY2	reviewed	PUR9_CAMJE	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase, EC 2.1.2.3 (AICAR transformylase); IMP cyclohydrolase, EC 3.5.4.10 (ATIC) (IMP synthase) (Inosinicase) ]	purH Cj0953c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	510
Q5NF76	Q5NF76	reviewed	PGK_FRATT	Phosphoglycerate kinase, EC 2.7.2.3	pgk FTT_1367c	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	392
P56064	P56064	reviewed	DNAG_HELPY	DNA primase, EC 2.7.7.101	dnaG HP_0012	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	559
Q5U925	Q5U925	reviewed	HADI_CLODI	2-hydroxyisocaproyl-CoA dehydratase activator, EC 3.-.-.-	hadI fldI_1 lcdC BN1095_530010 BN1096_180047 BN1097_160049 CD630DERM_03960 ERS445050_03311 PCZ31_0395	Clostridioides difficile (Peptoclostridium difficile)	266
O67572	O67572	reviewed	LPXK_AQUAE	Tetraacyldisaccharide 4'-kinase, EC 2.7.1.130 (Lipid A 4'-kinase)	lpxK aq_1656	Aquifex aeolicus (strain VF5)	315
A7AIG2	A7AIG2	unreviewed	A7AIG2_9BACT	DUF4466 domain-containing protein	PARMER_03218	Parabacteroides merdae ATCC 43184	333
Q74P24	Q74P24	reviewed	TUBZ_BACC1	Tubulin-like protein TubZ, EC 3.6.5.- (FtsZ-like protein TubZ-Bc) (FtsZ/tubulin-like protein TubZ) (Plasmid replication protein RepX)	tubZ repX BCE_A0070	Bacillus cereus (strain ATCC 10987 / NRS 248)	435
Q8KX15	Q8KX15	unreviewed	Q8KX15_SYNP2	Cytochrome c6	petJ2 petJ SYNPCC7002_A2391	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	115
Q8QY72	Q8QY72	unreviewed	Q8QY72_9MONO	Phosphoprotein		Mumps orthorubulavirus	391
Q1K8B6	Q1K8B6	unreviewed	Q1K8B6_NEUCR	Endoglucanase II	gh61-4 NCU01050	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	238
Q7SA19	Q7SA19	unreviewed	Q7SA19_NEUCR	Endoglucanase IV	NCU07898	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	238
A0A0H3M2Q2	A0A0H3M2Q2	unreviewed	A0A0H3M2Q2_BARHE	Enoyl-[acyl-carrier-protein] reductase [NADH], EC 1.3.1.9	fabI2 BH04310	Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae)	272
A7V680	A7V680	unreviewed	A7V680_BACUC	Uncharacterized protein	BACUNI_03093	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)	271
Q2SY18	Q2SY18	reviewed	HLDD_BURTA	ADP-L-glycero-D-manno-heptose-6-epimerase, EC 5.1.3.20 (ADP-L-glycero-beta-D-manno-heptose-6-epimerase, ADP-glyceromanno-heptose 6-epimerase, ADP-hep 6-epimerase, AGME)	hldD BTH_I1644	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	330
P32300	P32300	reviewed	OPRD_MOUSE	Delta-type opioid receptor, D-OR-1, DOR-1 (K56) (MSL-2)	Oprd1	Mus musculus (Mouse)	372
Q92PZ3	Q92PZ3	unreviewed	Q92PZ3_RHIME	Putative zinc-binding dehydrogenase, EC 1.1.1.-	SMc01214	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	347
B0VD92	B0VD92	unreviewed	B0VD92_ACIBY	Aminoglycoside 3'-phosphotransferase, EC 2.7.1.95	ABAYE3578	Acinetobacter baumannii (strain AYE)	271
C8WHB0	C8WHB0	unreviewed	C8WHB0_EGGLE	Transcriptional regulator, PadR-like family	Elen_1533	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	120
Q8R5T9	Q8R5T9	unreviewed	Q8R5T9_CALS4	3-Methyladenine DNA glycosylase	AlkA TTE0574	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	297
Q9A5U0	Q9A5U0	unreviewed	Q9A5U0_CAUVC	Beta-xylosidase	CC_2357	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	500
B9MKU7	B9MKU7	unreviewed	B9MKU7_CALBD	Endoglucanase, EC 3.2.1.4	Athe_1867	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	1759
Q5E5J7	Q5E5J7	unreviewed	Q5E5J7_ALIF1	DNA gyrase subunit A, EC 5.6.2.2	gyrA VF_1204	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	878
B5EU32	B5EU32	unreviewed	B5EU32_ALIFM	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	VFMJ11_A0651	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	105
Q6GEG9	Q6GEG9	reviewed	Y2349_STAAR	Uncharacterized HTH-type transcriptional regulator SAR2349	SAR2349	Staphylococcus aureus (strain MRSA252)	146
Q2FIA5	Q2FIA5	reviewed	CDR_STAA3	Coenzyme A disulfide reductase, CoA-disulfide reductase, CoADR, EC 1.8.1.14	cdr SAUSA300_0873	Staphylococcus aureus (strain USA300)	438
Q8YF86	Q8YF86	reviewed	G6PI_BRUME	Glucose-6-phosphate isomerase, GPI, EC 5.3.1.9 (Phosphoglucose isomerase, PGI) (Phosphohexose isomerase, PHI)	pgi BMEI1636	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	549
Q2GK74	Q2GK74	unreviewed	Q2GK74_ANAPZ	Ribose 5-phosphate isomerase B, EC 5.3.1.6	rpiB APH_0642	Anaplasma phagocytophilum (strain HZ)	143
O51602	O51602	reviewed	GPMA_BORBU	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase, BPG-dependent PGAM, PGAM, Phosphoglyceromutase, dPGM, EC 5.4.2.11	gpmA BB_0658	Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi)	248
Q8I2J3	Q8I2J3	unreviewed	Q8I2J3_PLAF7	M18 aspartyl aminopeptidase, EC 3.4.11.21	PF3D7_0932300	Plasmodium falciparum (isolate 3D7)	570
Q9Y7M4	Q9Y7M4	reviewed	LSM3_SCHPO	Probable U6 snRNA-associated Sm-like protein LSm3	lsm3 SPBC9B6.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	93
O14352	O14352	reviewed	LSM4_SCHPO	Probable U6 snRNA-associated Sm-like protein LSm4	lsm4 SPBC30D10.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	121
P73495	P73495	unreviewed	P73495_SYNY3	1,4-dihydroxy-2-naphthoyl-CoA synthase, DHNA-CoA synthase, EC 4.1.3.36	menB	Synechocystis sp. (strain PCC 6803 / Kazusa)	275
Q9H0F6	Q9H0F6	reviewed	SHRPN_HUMAN	Sharpin (Shank-associated RH domain-interacting protein) (Shank-interacting protein-like 1, hSIPL1)	SHARPIN SIPL1 PSEC0216	Homo sapiens (Human)	387
C7REB0	C7REB0	unreviewed	C7REB0_ANAPD	Aminotransferase class I and II	Apre_1502	Anaerococcus prevotii (strain ATCC 9321 / DSM 20548 / JCM 6508 / NCTC 11806 / PC1) (Peptostreptococcus prevotii) (Peptococcus prevotii)	410
Q90VU7	Q90VU7	unreviewed	Q90VU7_9HIV1	Protein Nef (3'ORF) (Negative factor, F-protein) [Cleaved into: C-terminal core protein ]	nef	Human immunodeficiency virus 1	206
O43557	O43557	reviewed	TNF14_HUMAN	Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand, HVEM-L, Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form ]	TNFSF14 HVEML LIGHT UNQ391/PRO726	Homo sapiens (Human)	240
K7N5M3	K7N5M3	unreviewed	K7N5M3_HUMAN	Human nkt tcr alpha chain (Human nkt tcr beta chain)	B2M HDCMA22P	Homo sapiens (Human)	220
K7N5M4	K7N5M4	unreviewed	K7N5M4_HUMAN	Human nkt tcr beta chain	B2M HDCMA22P	Homo sapiens (Human)	259
P03663	P03663	reviewed	G3P_BPIKE	Attachment protein G3P (Gene 3 protein, G3P) (Minor coat protein)	III	Salmonella phage IKe (Bacteriophage IKe)	434
Q7Y3F0	Q7Y3F0	unreviewed	Q7Y3F0_9CAUD	Major tail protein	orf12	Streptococcus virus C1	574
Q9WYL7	Q9WYL7	unreviewed	Q9WYL7_THEMA	Bacterioferritin comigratory protein/NADH dehydrogenase	TM_0386	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	321
B8ZT86	B8ZT86	reviewed	GPMA_MYCLB	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase, BPG-dependent PGAM, PGAM, Phosphoglyceromutase, dPGM, EC 5.4.2.11	gpmA MLBr02441	Mycobacterium leprae (strain Br4923)	247
Q8NHW3	Q8NHW3	reviewed	MAFA_HUMAN	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (RIPE3b1 factor) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	MAFA	Homo sapiens (Human)	353
Q8IJK2	Q8IJK2	unreviewed	Q8IJK2_PLAF7	Autophagy-related protein	PF3D7_1019900	Plasmodium falciparum (isolate 3D7)	124
C0H519	C0H519	unreviewed	C0H519_PLAF7	Autophagy-related protein 3, putative	PF3D7_0905700.2	Plasmodium falciparum (isolate 3D7)	313
Q81M99	Q81M99	reviewed	OTC_BACAN	Ornithine carbamoyltransferase, OTCase, EC 2.1.3.3	argF BA_4351 GBAA_4351 BAS4036	Bacillus anthracis	316
Q9YV20	Q9YV20	unreviewed	Q9YV20_9HIV1	Pol protein	pol	Human immunodeficiency virus 1	1003
Q5SJC4	Q5SJC4	reviewed	RUVC_THET8	Crossover junction endodeoxyribonuclease RuvC, EC 3.1.21.10 (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC TTHA1090	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	166
P46359	P46359	reviewed	FYUA_YERPE	Pesticin receptor (IRPC)	fyuA psn YPO1906 y2404 YP_1649	Yersinia pestis	673
Q9SKE2	Q9SKE2	reviewed	JAR1_ARATH	Jasmonoyl--L-amino acid synthetase JAR1, EC 6.3.2.52 (Jasmonate-amino acid synthetase JAR1) (Jasmonic acid-amido synthetase JAR1) (Protein FAR-RED INSENSITIVE 219) (Protein JASMONATE RESISTANT 1)	JAR1 FIN219 At2g46370 F11C10.6	Arabidopsis thaliana (Mouse-ear cress)	575
Q9LYU4	Q9LYU4	reviewed	GH312_ARATH	4-substituted benzoates-glutamate ligase GH3.12, EC 6.3.2.- (Auxin-responsive GH3-like protein 12, AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3)	GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140	Arabidopsis thaliana (Mouse-ear cress)	575
I6L8L8	I6L8L8	unreviewed	I6L8L8_TETTH	Poly(ADP-ribose) glycohydrolase, EC 3.2.1.143		Tetrahymena thermophila	457
A7M4E1	A7M4E1	reviewed	FIM1C_BACO1	Putative fimbrium tip subunit Fim1C	BACOVA_04982	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	534
Q15389	Q15389	reviewed	ANGP1_HUMAN	Angiopoietin-1, ANG-1	ANGPT1 KIAA0003	Homo sapiens (Human)	498
A7V9P0	A7V9P0	unreviewed	A7V9P0_BACUC	Uncharacterized protein	BACUNI_04315	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)	161
B4XN22	B4XN22	unreviewed	B4XN22_CHICK	Interferon gamma receptor 1		Gallus gallus (Chicken)	442
C6A2U9	C6A2U9	unreviewed	C6A2U9_THESM	DNA ligase, EC 6.5.1.6 (Polydeoxyribonucleotide synthase [ATP/NAD(+)])	lig TSIB_0885	Thermococcus sibiricus (strain DSM 12597 / MM 739)	560
A9CGA5	A9CGA5	unreviewed	A9CGA5_AGRFC	ABC transporter, substrate binding protein (Polyamine)	Atu4243	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	336
Q8DRG2	Q8DRG2	unreviewed	Q8DRG2_STRR6	ABC transporter substrate-binding protein-amino acid transport	ABC-SBP spr0146	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	276
Q8C437	Q8C437	reviewed	PEX5R_MOUSE	PEX5-related protein (PEX2-related protein) (PEX5-like protein) (Peroxin-5-related protein) (Tetratricopeptide repeat-containing Rab8b-interacting protein, Pex5Rp, TRIP8b)	Pex5l Pex2 Pex5r Pxr2	Mus musculus (Mouse)	567
Q6JP75	Q6JP75	unreviewed	Q6JP75_SERFO	Beta-lactamase, EC 3.5.2.6		Serratia fonticola	309
Q91MB1	Q91MB1	reviewed	PB2_I68A4	Polymerase basic protein 2 (RNA-directed RNA polymerase subunit P3)	PB2	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)	759
O48388	O48388	unreviewed	O48388_9CAUD	Putative host cell surface-exposed lipoprotein (Superinfection exclusion lipoprotein)	ltp	Streptococcus phage TP-J34	142
P00724	P00724	reviewed	INV2_YEAST	Invertase 2, EC 3.2.1.26 (Beta-fructofuranosidase 2) (Saccharase)	SUC2 YIL162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532
Q2SWY6	Q2SWY6	reviewed	LPXA_BURTA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, UDP-N-acetylglucosamine acyltransferase, EC 2.3.1.129	lpxA BTH_I2039	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	262
Q47152	Q47152	reviewed	RAYT_ECOLI	REP-associated tyrosine transposase	rayT TnpAREP yafM b0228 JW0218	Escherichia coli (strain K12)	165
P63727	P63727	reviewed	C562_SALTY	Soluble cytochrome b562, Cytochrome b-562	cybC STM4439	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	128
A0A0F6AZN3	A0A0F6AZN3	unreviewed	A0A0F6AZN3_SALT1	Outer membrane protein A (Outer membrane porin A)	ompA STM14_1214	Salmonella typhimurium (strain 14028s / SGSC 2262)	350
P19447	P19447	reviewed	ERCC3_HUMAN	General transcription and DNA repair factor IIH helicase subunit XPB, TFIIH subunit XPB, EC 3.6.4.12 (Basic transcription factor 2 89 kDa subunit, BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit, TFIIH 89 kDa subunit, TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)	ERCC3 XPB XPBC	Homo sapiens (Human)	782
A0A3Q0KY79	A0A3Q0KY79	unreviewed	A0A3Q0KY79_VIBVU	Autotransporter adhesin	VV2_0479	Vibrio vulnificus (strain CMCP6)	5206
A0A0F6B221	A0A0F6B221	unreviewed	A0A0F6B221_SALT1	Putative cytoplasmic protein	yciF STM14_2092	Salmonella typhimurium (strain 14028s / SGSC 2262)	167
Q15413	Q15413	reviewed	RYR3_HUMAN	Ryanodine receptor 3, RYR-3, RyR3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	RYR3 HBRR	Homo sapiens (Human)	4870
Q9KFX8	Q9KFX8	reviewed	CAS2_ALKHC	CRISPR-associated endonuclease Cas2, EC 3.1.-.-	cas2 BH0342	Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	96
Q4FAU9	Q4FAU9	unreviewed	Q4FAU9_9INFA	Polymerase basic protein 2 (RNA-directed RNA polymerase subunit P3)	PB2	Influenza A virus (A/Bar-headed Goose/Qinghai/12/05(H5N1))	759
P48246	P48246	reviewed	HEM4_PSEAE	Uroporphyrinogen-III synthase, UROS, EC 4.2.1.75 (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD PA5259	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	251
A0A0H3BY62	A0A0H3BY62	unreviewed	A0A0H3BY62_STRPZ	Putative extracellular matrix binding protein	Spy49_0567	Streptococcus pyogenes serotype M49 (strain NZ131)	1130
K7N5M5	K7N5M5	reviewed	HBA1_ELEMC	Hemoglobin subunit alpha 1 (Alpha-1-globin) (Hemoglobin alpha-1 chain)	hba1	Eleginops maclovinus (Patagonian blennie) (Eleginus maclovinus)	142
K7N5M6	K7N5M6	reviewed	HBB1_ELEMC	Hemoglobin subunit beta-1 (Beta-1-globin) (Hemoglobin beta-1 chain)	hbb1	Eleginops maclovinus (Patagonian blennie) (Eleginus maclovinus)	146
Q818P3	Q818P3	unreviewed	Q818P3_BACCR	Transcriptional regulator, PadR family	BC_4206	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	105
Q8ZE60	Q8ZE60	reviewed	AZOR_YERPE	FMN-dependent NADH:quinone oxidoreductase, EC 1.6.5.- (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase, EC 1.7.1.17)	azoR YPO2323 y2010 YP_2110	Yersinia pestis	201
Q734F6	Q734F6	unreviewed	Q734F6_BACC1	PadR domain-containing protein	BCE_3449	Bacillus cereus (strain ATCC 10987 / NRS 248)	106
P0A460	P0A460	reviewed	T2D1_STRR6	Type II Methyl-directed restriction enzyme DpnI, R.DpnI, EC 3.1.21.4 (Endonuclease DpnI) (Type-2 restriction enzyme DpnI)	dpnC spr1665	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	254
Q8BG84	Q8BG84	reviewed	LAIR1_MOUSE	Leukocyte-associated immunoglobulin-like receptor 1, LAIR-1, mLAIR1 (CD antigen CD305)	Lair1	Mus musculus (Mouse)	263
A7B4L9	A7B4L9	unreviewed	A7B4L9_RUMGV	NusG_II domain-containing protein	RUMGNA_02503	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	117
D3K177	D3K177	unreviewed	D3K177_ARAHY	Profilin		Arachis hypogaea (Peanut)	131
